id,x,y
0,661.3095474809181,352.0115009400233
1,194.83376264987618,116.2384610764582
2,126.90456780884406,177.33484317662618
3,343.9968876180566,710.5999140719487
4,626.4374640016619,740.7281312388965
5,532.0048868111506,213.65415247810338
6,397.7766711089089,574.3488874911809
7,171.31828616070578,459.86307422005325
8,5.393773111798561,868.0658159231541
9,44.056119326799646,343.06692076730604
10,661.0430417652266,197.50316446746086
11,402.20483595823345,204.5459256001626
12,914.0016465724,680.7399707307219
13,642.7450969645884,889.7464613356422
14,995.3149979200992,194.21579476285666
15,715.6372357770555,778.1290510546819
16,57.97063496404786,218.54360270055562
17,515.650283887722,994.355769629868
18,533.5551264525004,651.6524331198985
19,410.3421124037542,639.3137466506356
20,965.1982640490743,799.1307933985997
21,979.5878018663781,457.5114151220676
22,877.6812568790435,265.55448702430715
23,67.19472093251233,502.15802743553917
24,14.88631907642568,135.56869777894764
25,40.01998095673409,845.5303081953306
26,25.947125956650495,700.1092746042332
27,165.57000951838384,494.40083661658696
28,946.8318969947006,234.83866660149388
29,664.1197764645777,140.46139728028695
30,402.02033206819743,333.62850829430556
31,946.8481316454553,113.57584200801396
32,544.9722485684321,418.55220385754257
33,32.72975658855026,756.5834261130982
34,629.2272420496626,14.7232488647
35,656.7377139836791,217.35707788584602
36,569.0846558298358,667.4644604915211
37,610.0520153747584,240.48001936280238
38,691.4699501864767,774.570073987141
39,976.5011998208146,853.0937426772123
40,819.6305438947456,665.1701131737285
41,102.58556232682304,516.8622824067118
42,899.8280512765033,169.17018339612278
43,319.0062417619435,998.9887537104032
44,825.6516318273548,465.3431146075789
45,823.0771423273385,507.0756389217552
46,24.256711860792144,874.4831337487055
47,88.44465152299207,665.1427391784785
48,949.5081488729852,290.53854171373774
49,812.4241169983779,831.6996622374013
50,382.9652060392048,300.0772328246444
51,344.3099583650787,819.2741406907414
52,325.8693623757449,996.9652264069161
53,196.95432031240833,961.321953879785
54,144.21106480608802,370.7104328595173
55,258.1609440181726,972.522842669541
56,422.00604475682337,475.27355362788705
57,578.7281623888651,325.5917524136056
58,639.0402275704391,789.6765643720933
59,804.4192853699234,837.5436241039984
60,85.95984038107241,386.2590563348994
61,324.8281782846899,782.5560449113228
62,106.97583119389509,124.5038455852845
63,718.2550240637004,655.5540296232512
64,906.5777724511487,283.85136050146343
65,147.5948364289631,184.7049305066002
66,374.4966158759573,102.38779932688769
67,788.4432625848322,310.70026752004844
68,650.0257547893355,513.9088774602039
69,15.430884970573544,910.8911569426625
70,246.2721884974315,449.88851483826755
71,435.4572052938852,181.40866434097512
72,102.25955413583176,66.52275572420629
73,159.66293434557466,559.2184279176445
74,649.7474983543917,552.7440168828881
75,844.1304209246255,789.5337589892576
76,645.6484755763822,879.3970390210977
77,378.1901942831667,897.1131141224241
78,3.015564920277658,278.5843617087768
79,660.4016512031671,591.1733795515189
80,653.3791822261685,140.27299519162673
81,318.7512820353693,742.8032486881407
82,845.9394766768735,521.1333954734899
83,534.0782067791541,932.9308998362612
84,16.921916023027727,886.3108151342352
85,499.0705735134128,940.1139426128585
86,215.16826964893065,527.2398586417399
87,16.889009721491433,791.072903919348
88,453.1218167314693,23.35962895025734
89,86.54742536270498,23.310347162836308
90,773.3163355323003,890.8063948624366
91,911.0211339091392,710.5810567647054
92,696.9286265933749,960.3239355214332
93,499.9879449250232,759.6042664742613
94,726.7829427354314,202.01525268716048
95,79.35501289357994,359.47081694308145
